"Month Year","Age","Sex","Homicide (Murder)","Other Homicide","Attempted Murder","Conspiracy to Murder","Manslaughter (excl. by driving)","Manslaughter Unlawful Striking Causing Death","Driving Causing Death","Assault","Grievous Assault","Serious Assault","Serious Assault (Other)","Common Assault'","Sexual Offences","Rape and Attempted Rape","Other Sexual Offences","Robbery","Armed Robbery","Unarmed Robbery","Other Offences Against the Person","Kidnapping & Abduction etc.","Extortion","Stalking","Life Endangering Acts","Offences Against the Person","Unlawful Entry","Unlawful Entry With Intent - Dwelling","Unlawful Entry Without Violence - Dwelling","Unlawful Entry With Violence - Dwelling","Unlawful Entry With Intent - Shop","Unlawful Entry With Intent - Other","Arson","Other Property Damage","Unlawful Use of Motor Vehicle","Other Theft (excl. Unlawful Entry)","Stealing from Dwellings","Shop Stealing","Vehicles (steal from/enter with intent)","Other Stealing","Fraud","Fraud by Computer","Fraud by Cheque","Fraud by Credit Card","Identity Fraud","Other Fraud","Handling Stolen Goods","Possess Property Suspected Stolen","Receiving Stolen Property","Possess etc. Tainted Property","Other Handling Stolen Goods","Offences Against Property","Drug Offences","Trafficking Drugs","Possess Drugs","Produce Drugs","Sell Supply Drugs","Other Drug Offences","Prostitution Offences","Found in Places Used for Purpose of Prostitution Offences","Have Interest in Premises Used for Prostitution Offences","Knowingly Participate in Provision Prostitution Offences","Public Soliciting","Procuring Prostitution","Permit Minor to be at a Place Used for Prostitution Offences","Advertising Prostitution","Other Prostitution Offences","Liquor (excl. Drunkenness)","Gaming Racing & Betting Offences","Breach Domestic Violence Protection Order","Trespassing and Vagrancy","Weapons Act Offences","Unlawful Possess Concealable Firearm","Unlawful Possess Firearm - Other","Bomb Possess and/or use of","Possess and/or use other weapons; restricted items","Weapons Act Offences - Other","Good Order Offences","Disobey Move-on Direction","Resist Incite Hinder Obstruct Police","Fare Evasion","Public Nuisance","Stock Related Offences","Traffic and Related Offences","Dangerous Operation of a Vehicle","Drink Driving","Disqualified Driving","Interfere with Mechanism of Motor Vehicle","Miscellaneous Offences","Other Offences"
MAY10,Adult,Male,5,5,2,0,1,0,2,624,35,313,48,228,122,34,88,69,33,36,94,19,0,21,54,919,583,327,295,32,70,186,9,556,151,1065,50,437,283,295,622,20,25,116,10,451,200,71,17,108,4,3186,2440,29,1171,102,62,1076,7,0,1,5,0,1,0,0,0,489,0,610,203,214,8,33,0,142,31,3104,88,1096,78,1842,17,2928,80,2119,727,2,143,10155,674
MAY10,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,675
MAY10,Juvenile,Female,0,0,0,0,0,0,0,74,0,43,1,30,4,0,4,7,3,4,4,1,0,0,3,89,72,25,24,1,0,47,0,45,15,394,6,336,20,32,5,0,0,1,0,4,14,8,1,5,0,545,42,1,21,1,2,17,0,0,0,0,0,0,0,0,0,23,0,0,42,6,0,0,0,6,0,76,3,22,7,44,0,5,0,5,0,0,2,196,676
MAY10,Juvenile,Male,0,0,0,0,0,0,0,139,4,78,14,43,47,14,33,20,7,13,20,0,0,0,20,226,364,153,146,7,41,170,4,301,89,623,40,250,195,138,8,0,0,0,0,8,53,20,13,20,0,1442,210,0,121,3,10,76,0,0,0,0,0,0,0,0,0,39,0,2,135,30,0,0,0,30,0,185,6,76,12,91,0,14,1,12,1,0,48,663,677
MAY10,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678
JUN10,Adult,Female,0,1,0,0,0,0,1,188,9,68,19,92,3,0,3,9,5,4,25,0,0,5,20,226,79,38,36,2,11,30,1,79,15,675,24,452,18,181,343,5,14,178,10,136,68,22,10,36,0,1260,590,3,278,11,15,283,31,10,0,19,0,0,0,0,2,124,0,89,31,15,0,2,0,11,2,608,9,253,20,326,7,729,8,560,161,0,6,2230,679
JUN10,Adult,Male,2,2,2,0,0,0,0,600,38,272,54,236,138,29,109,42,27,15,99,10,1,27,61,883,817,452,423,29,118,247,14,420,175,1083,49,454,215,365,355,15,10,43,6,281,168,53,21,91,3,3032,2199,13,1080,75,64,967,9,2,0,6,0,1,0,0,0,342,0,545,186,190,7,20,0,119,44,2618,81,929,65,1543,35,2552,74,1830,647,1,115,8791,680
JUN10,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681
JUN10,Juvenile,Female,0,0,0,0,0,0,0,58,1,28,5,24,6,0,6,2,1,1,2,0,0,1,1,68,57,18,17,1,17,22,0,66,18,393,9,344,11,29,12,0,0,5,0,7,20,10,4,6,0,566,55,0,28,1,3,23,0,0,0,0,0,0,0,0,0,17,0,0,21,4,0,0,0,4,0,78,3,26,6,43,0,2,0,2,0,0,9,186,682
JUN10,Juvenile,Male,0,0,0,0,0,0,0,123,3,59,7,54,29,6,23,16,4,12,17,0,0,0,17,185,386,140,138,2,39,207,1,292,138,555,27,239,161,128,16,0,0,0,0,16,56,21,11,24,0,1444,189,0,97,5,13,74,0,0,0,0,0,0,0,0,0,29,0,0,134,35,0,0,0,34,1,168,9,64,14,81,0,14,4,10,0,0,32,601,683
JUN10,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684
JUL10,Adult,Female,1,3,2,0,1,0,0,173,8,71,15,79,2,0,2,12,6,6,26,2,0,4,20,217,30,18,13,5,6,6,4,77,24,566,26,401,22,117,168,1,16,21,9,121,78,28,7,43,0,947,655,5,298,24,11,317,16,5,0,10,1,0,0,0,0,160,0,79,37,20,0,1,0,15,4,626,11,275,20,320,11,716,10,527,179,0,11,2331,685
JUL10,Adult,Male,4,9,3,0,1,0,5,579,44,275,44,216,134,30,104,61,28,33,84,13,1,13,57,871,526,262,225,37,94,170,9,787,169,1038,67,400,214,357,386,11,27,94,10,244,212,76,33,95,8,3127,2401,20,1185,83,66,1047,9,0,0,5,1,1,0,0,2,433,0,615,156,209,8,33,0,137,31,2942,79,1062,77,1724,51,2751,86,2005,660,0,129,9696,686
JUL10,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,1,0,0,0,3,687
JUL10,Juvenile,Female,0,0,0,0,0,0,0,51,2,18,7,24,3,0,3,15,0,15,0,0,0,0,0,69,41,18,18,0,7,16,1,63,14,415,10,309,65,31,9,0,0,4,0,5,19,7,5,7,0,562,43,0,20,0,1,22,0,0,0,0,0,0,0,0,0,18,0,0,28,6,0,0,0,5,1,65,0,20,7,38,0,5,0,5,0,0,4,169,688
JUL10,Juvenile,Male,0,0,0,0,0,0,0,104,5,45,10,44,33,8,25,31,7,24,17,2,0,3,12,185,326,125,118,7,62,139,5,362,135,691,39,223,266,163,8,0,0,2,0,6,68,29,12,27,0,1595,145,0,72,5,6,62,0,0,0,0,0,0,0,0,0,36,0,1,108,36,0,0,5,26,5,217,5,78,17,117,0,17,9,8,0,0,45,605,689
JUL10,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690
AUG10,Adult,Female,1,0,0,0,0,0,0,206,5,79,19,103,6,0,6,1,0,1,37,2,0,1,34,251,55,42,37,5,2,11,4,72,24,496,11,360,23,102,201,7,9,41,7,137,53,8,10,34,1,905,709,0,325,27,18,339,10,1,0,6,2,0,0,0,1,110,0,80,57,22,0,4,0,14,4,649,12,292,16,329,3,664,6,483,175,0,13,2317,691
AUG10,Adult,Male,2,2,2,0,0,0,0,628,41,284,56,247,153,46,107,71,47,24,129,13,5,24,87,985,607,277,253,24,111,219,11,549,182,988,45,407,224,312,431,11,10,89,22,299,199,52,28,115,4,2967,2805,14,1353,132,59,1247,4,1,0,2,0,1,0,0,0,369,0,654,208,226,19,33,2,124,48,2890,61,1035,72,1722,37,2672,89,1941,642,0,136,10001,692
AUG10,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,3,693
AUG10,Juvenile,Female,0,0,0,0,0,0,0,97,2,55,7,33,5,0,5,6,1,5,5,0,0,2,3,113,52,27,27,0,5,20,1,64,29,335,6,274,21,34,7,0,0,0,0,7,17,9,5,2,1,505,54,0,24,1,4,25,0,0,0,0,0,0,0,0,0,14,0,0,42,2,0,0,0,2,0,65,0,20,8,37,0,4,2,2,0,0,7,188,694
AUG10,Juvenile,Male,0,0,0,0,0,0,0,122,1,55,10,56,31,5,26,29,8,21,15,2,0,2,11,197,353,125,124,1,66,162,1,349,93,526,42,174,158,152,20,0,0,13,2,5,71,21,20,30,0,1413,203,0,102,2,9,90,0,0,0,0,0,0,0,0,0,28,0,3,113,33,0,1,1,28,3,175,2,62,21,90,0,15,6,8,1,0,22,592,695
AUG10,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696
SEP10,Adult,Female,0,2,1,0,0,0,1,210,14,80,27,89,4,0,4,7,4,3,32,0,0,2,30,255,45,33,26,7,1,11,3,87,26,534,15,351,40,128,159,14,7,22,9,107,60,14,5,41,0,914,665,4,288,30,10,333,20,2,0,9,4,0,0,1,4,122,0,110,34,17,0,1,0,16,0,614,10,269,26,309,9,629,7,465,157,0,12,2232,697
SEP10,Adult,Male,4,3,3,0,0,0,0,625,40,292,62,231,194,62,132,68,39,29,93,14,1,24,54,987,487,236,212,24,71,180,13,476,187,1002,51,419,212,320,436,27,40,67,18,284,198,56,21,117,4,2799,2486,29,1241,108,78,1030,5,0,0,3,1,0,0,0,1,339,0,626,182,224,13,41,1,117,52,2808,86,1013,69,1640,46,2409,67,1719,620,3,106,9231,698
SEP10,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,5,0,0,0,7,699
SEP10,Juvenile,Female,0,0,0,0,0,0,0,63,1,25,5,32,2,0,2,5,4,1,4,0,0,2,2,74,56,12,12,0,7,37,0,73,19,345,10,293,13,29,18,1,0,9,1,7,15,7,3,5,0,526,54,0,28,0,4,22,0,0,0,0,0,0,0,0,0,11,0,0,31,6,0,0,0,6,0,88,2,25,13,48,0,4,1,3,0,0,9,203,700
SEP10,Juvenile,Male,0,0,0,0,0,0,0,116,10,56,6,44,23,5,18,22,11,11,19,0,0,1,18,180,304,109,109,0,63,132,10,399,83,509,24,201,173,111,31,0,0,5,1,25,56,24,8,24,0,1392,205,0,100,2,9,94,0,0,0,0,0,0,0,0,0,31,0,1,96,21,0,1,2,18,0,223,8,86,28,101,0,16,5,10,1,0,39,632,701
SEP10,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702
OCT10,Adult,Female,0,0,0,0,0,0,0,198,9,63,28,98,2,1,1,11,9,2,30,0,3,1,26,241,46,32,26,6,2,12,3,83,26,622,10,496,23,93,162,4,4,36,1,117,72,19,8,44,1,1014,635,2,297,18,14,304,25,2,2,15,4,0,0,0,2,140,0,97,36,20,1,1,0,17,1,624,11,259,17,337,12,737,18,561,158,0,13,2339,703
OCT10,Adult,Male,2,5,2,0,2,0,1,643,52,274,55,262,95,22,73,78,39,39,105,17,4,19,65,928,619,281,253,28,121,217,19,495,226,1024,50,382,247,345,390,30,32,47,28,253,242,68,28,145,1,3015,2340,18,1148,102,61,1011,2,0,0,2,0,0,0,0,0,433,0,693,170,189,4,35,0,127,23,2929,72,1034,99,1724,45,2733,92,1952,688,1,112,9646,704
OCT10,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,705
OCT10,Juvenile,Female,0,0,0,0,0,0,0,71,0,27,5,39,3,0,3,5,2,3,4,0,0,1,3,83,30,11,11,0,13,6,1,64,16,326,10,281,7,28,7,0,0,0,0,7,23,5,4,14,0,467,31,0,15,1,0,15,0,0,0,0,0,0,0,0,0,19,0,4,31,9,0,0,0,8,1,72,0,26,11,35,0,2,0,2,0,0,5,173,706
OCT10,Juvenile,Male,0,0,0,0,0,0,0,107,0,55,15,37,41,6,35,17,8,9,11,0,1,0,10,176,409,235,232,3,43,131,9,297,121,467,29,200,120,118,16,0,0,0,2,14,53,17,7,29,0,1372,182,0,92,3,10,77,0,0,0,0,0,0,0,0,0,24,0,0,97,27,0,1,0,21,5,170,5,67,18,80,0,16,5,11,0,0,34,550,707
OCT10,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708
NOV10,Adult,Female,0,2,1,0,0,0,1,197,15,72,25,85,1,0,1,3,2,1,22,2,0,1,19,225,51,36,24,12,2,13,0,64,27,501,14,400,7,80,181,8,5,52,8,108,59,27,11,20,1,883,661,5,268,20,14,354,19,2,2,11,1,0,0,0,3,117,0,101,33,26,0,5,0,16,5,628,8,268,21,331,8,700,7,515,178,0,15,2308,709
NOV10,Adult,Male,2,2,1,0,0,0,1,604,40,270,69,225,126,29,97,49,25,24,104,10,1,23,70,887,614,297,275,22,110,207,7,764,203,860,31,374,175,280,278,6,11,34,15,212,221,70,33,110,8,2947,2287,28,1062,91,76,1030,4,0,1,2,0,0,0,0,1,362,0,627,191,191,3,31,3,116,38,2981,86,1012,74,1809,33,2582,94,1882,606,0,135,9393,710
NOV10,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,2,711
NOV10,Juvenile,Female,0,0,0,0,0,0,0,76,0,39,3,34,2,0,2,16,3,13,1,0,0,1,0,95,63,24,22,2,11,28,3,47,20,342,13,281,16,32,5,0,0,0,0,5,23,12,6,5,0,503,63,0,25,2,4,32,0,0,0,0,0,0,0,0,0,12,0,0,35,0,0,0,0,0,0,81,0,29,13,39,0,3,0,3,0,0,5,199,712
NOV10,Juvenile,Male,0,0,0,0,0,0,0,120,4,57,9,50,37,4,33,15,2,13,17,2,0,0,15,189,339,142,142,0,40,157,9,401,104,530,30,221,151,128,11,0,0,0,2,9,60,27,16,16,1,1454,198,1,100,5,8,84,0,0,0,0,0,0,0,0,0,30,0,1,106,37,0,3,0,30,4,180,4,58,20,98,0,21,5,15,1,0,33,606,713
NOV10,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714
DEC10,Adult,Female,0,0,0,0,0,0,0,180,11,67,24,78,4,0,4,7,1,6,37,1,1,4,31,228,49,37,36,1,5,7,1,84,25,562,22,416,25,99,203,6,9,61,3,124,54,14,12,27,1,978,574,4,252,29,14,275,4,0,0,3,1,0,0,0,0,137,0,147,30,19,0,1,0,15,3,684,13,264,18,389,3,636,6,485,145,0,8,2242,715
DEC10,Adult,Male,6,3,2,0,1,0,0,651,39,304,69,239,143,32,111,51,23,28,89,10,0,20,59,943,500,262,241,21,76,162,9,510,168,918,52,411,199,256,351,30,9,88,9,215,173,54,20,95,4,2629,2140,18,1057,96,64,905,1,0,0,0,1,0,0,0,0,416,0,723,158,208,9,38,1,129,31,3125,87,1049,61,1928,15,2547,73,1903,571,0,101,9434,716
DEC10,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,717
DEC10,Juvenile,Female,0,0,0,0,0,0,0,49,2,22,5,20,2,0,2,4,0,4,3,0,0,0,3,58,34,9,9,0,6,19,0,49,12,367,7,327,4,29,10,0,1,5,0,4,25,12,5,8,0,497,32,0,12,0,1,19,0,0,0,0,0,0,0,0,0,14,0,0,24,1,0,0,0,1,0,68,5,26,7,30,0,2,1,1,0,0,4,145,718
DEC10,Juvenile,Male,0,0,0,0,0,0,0,110,3,48,14,45,33,5,28,19,8,11,7,0,1,0,6,169,313,137,137,0,38,138,3,361,131,518,42,224,125,127,10,1,0,1,0,8,62,25,15,22,0,1398,141,0,56,1,6,78,0,0,0,0,0,0,0,0,0,18,0,0,115,30,0,0,0,24,6,194,10,79,15,90,0,10,3,6,1,0,23,531,719
DEC10,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720
JAN11,Adult,Female,0,0,0,0,0,0,0,191,11,50,22,108,3,0,3,5,1,4,31,0,0,2,29,230,68,36,29,7,13,19,1,74,15,411,7,318,17,69,181,8,0,62,11,100,50,27,4,19,0,800,615,3,263,16,18,315,6,0,0,6,0,0,0,0,0,128,0,103,20,22,1,3,0,13,5,690,13,268,13,396,6,631,9,494,128,0,8,2229,721
JAN11,Adult,Male,4,9,7,0,1,0,1,663,51,280,84,248,145,44,101,57,35,22,83,8,0,17,58,961,596,277,238,39,106,213,12,510,174,837,37,289,183,328,234,11,8,37,1,177,186,60,17,104,5,2549,2063,14,1048,69,50,882,0,0,0,0,0,0,0,0,0,418,0,707,169,210,5,30,0,137,38,3029,76,1014,47,1892,6,2374,75,1820,479,0,96,9072,722
JAN11,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,723
JAN11,Juvenile,Female,0,0,0,0,0,0,0,57,0,22,5,30,2,0,2,8,3,5,3,0,0,1,2,70,46,13,9,4,7,26,0,41,17,343,8,306,16,13,13,0,0,6,1,6,11,0,3,8,0,471,27,0,14,0,1,12,0,0,0,0,0,0,0,0,0,13,0,0,28,2,0,0,0,2,0,85,4,33,5,43,0,5,0,5,0,0,2,162,724
JAN11,Juvenile,Male,0,0,0,0,0,0,0,90,0,45,9,36,31,3,28,23,8,15,10,1,0,0,9,154,337,131,129,2,54,152,0,244,91,554,31,229,217,77,17,0,0,13,0,4,36,13,4,19,0,1279,126,0,56,2,5,63,0,0,0,0,0,0,0,0,0,44,0,4,104,15,0,1,2,12,0,182,5,69,15,93,0,9,2,7,0,0,13,497,725
JAN11,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726
FEB11,Adult,Female,0,1,1,0,0,0,0,171,6,47,27,91,4,0,4,6,4,2,23,1,1,3,18,205,76,53,50,3,6,17,2,81,15,446,19,314,18,95,131,4,13,35,9,70,57,29,4,23,1,808,641,2,290,14,20,315,5,2,0,1,2,0,0,0,0,112,0,101,28,23,0,3,0,15,5,623,13,257,23,330,4,537,5,426,106,0,9,2083,727
FEB11,Adult,Male,2,3,3,0,0,0,0,615,55,303,54,203,98,26,72,57,31,26,86,7,1,18,60,861,534,260,233,26,103,171,11,568,165,795,29,322,156,288,335,51,23,48,7,206,195,63,15,114,3,2603,2212,22,1094,92,62,942,1,0,0,1,0,0,0,0,0,339,0,677,187,185,10,30,0,110,35,2424,67,830,60,1467,33,2217,61,1657,499,0,102,8377,728
FEB11,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729
FEB11,Juvenile,Female,0,0,0,0,0,0,0,65,1,30,3,31,2,0,2,8,5,3,2,0,0,1,1,77,49,22,21,1,10,17,0,60,23,233,3,212,6,12,2,0,0,1,0,1,18,10,4,4,0,385,63,0,32,2,5,24,0,0,0,0,0,0,0,0,0,16,0,1,31,8,0,0,0,7,1,71,2,23,14,32,0,3,0,3,0,0,7,200,730
FEB11,Juvenile,Male,0,0,0,0,0,0,0,125,3,63,17,42,25,2,23,16,4,12,9,0,0,0,9,175,353,149,145,4,76,128,0,232,129,373,20,152,118,83,8,0,0,0,1,7,56,23,7,26,0,1151,140,1,69,2,7,61,0,0,0,0,0,0,0,0,0,20,0,2,107,20,1,0,0,19,0,190,16,61,20,93,0,12,3,9,0,0,14,505,731
FEB11,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,732
MAR11,Adult,Female,2,1,0,0,0,0,1,259,9,93,28,129,11,1,10,9,5,4,38,3,0,3,32,320,57,39,35,4,5,13,1,94,26,543,26,392,19,106,367,15,7,201,5,139,68,16,6,46,0,1156,757,3,331,31,19,373,14,0,0,5,9,0,0,0,0,155,0,124,35,28,2,3,0,17,6,692,9,274,17,392,7,577,9,442,125,1,5,2394,733
MAR11,Adult,Male,5,8,6,0,0,0,2,737,45,347,87,258,158,38,120,53,33,20,119,12,2,28,77,1080,706,357,314,43,88,261,11,689,211,1010,50,395,256,309,457,21,35,93,14,294,215,59,35,118,3,3299,2508,19,1194,133,58,1104,3,0,0,2,1,0,0,0,0,424,0,808,203,235,5,42,0,148,40,2871,82,981,68,1740,51,2272,72,1728,472,0,120,9495,734
MAR11,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2,0,0,0,3,735
MAR11,Juvenile,Female,0,0,0,0,0,0,0,65,1,30,5,29,7,0,7,16,2,14,7,0,0,0,7,95,38,13,12,1,6,19,0,56,29,302,17,256,7,22,9,0,0,0,3,6,25,12,3,10,0,459,37,0,18,0,1,18,0,0,0,0,0,0,0,0,0,15,0,0,30,3,0,0,0,3,0,56,4,14,7,31,0,5,1,2,2,0,5,151,736
MAR11,Juvenile,Male,0,0,0,0,0,0,0,144,5,72,12,55,34,4,30,18,12,6,29,3,0,1,25,225,393,143,135,8,44,206,7,278,146,510,29,207,156,118,17,1,0,9,1,6,60,24,13,22,1,1411,180,0,97,2,10,71,0,0,0,0,0,0,0,0,0,29,0,1,134,23,0,1,0,19,3,222,6,85,36,95,0,7,1,4,2,0,14,610,737
MAR11,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738
APR11,Adult,Female,0,0,0,0,0,0,0,217,13,72,24,108,4,0,4,11,6,5,28,0,1,7,20,260,43,31,27,4,4,8,4,65,26,514,29,361,20,104,216,8,2,103,4,99,55,27,7,21,0,923,586,2,252,16,10,306,0,0,0,0,0,0,0,0,0,129,0,92,35,19,1,0,0,14,4,670,17,266,22,365,11,724,6,615,103,0,9,2275,739
